          1,0,0,0,0.000000,0.000000,0
          2,0,0,0,0.000000,0.000000,0
          3,0,0,0,0.000000,0.000000,0
          4,0,0,0,0.000000,0.000000,0
          5,0,0,0,0.000000,0.000000,0
          6,0,0,0,0.000000,0.000000,0
          7,0,0,0,0.000000,0.000000,0
          8,0,0,0,0.000000,0.000000,0
          9,0,0,0,0.000000,0.000000,0
         10,0,0,0,0.000000,0.000000,0
         11,0,0,0,0.000000,0.000000,0
         12,0,0,0,0.000000,0.000000,0
         13,0,0,0,0.000000,0.000000,0
         14,0,0,0,0.000000,0.000000,0
         15,0,0,0,0.000000,0.000000,0
         16,0,0,0,0.000000,0.000000,0
         17,0,0,0,0.000000,0.000000,0
         18,0,0,0,0.000000,0.000000,0
         19,0,0,0,0.000000,0.000000,0
         20,0,0,0,0.000000,0.000000,0
         21,0,0,0,0.000000,0.000000,0
         22,0,0,0,0.000000,0.000000,0
         23,0,0,0,0.000000,0.000000,0
         24,0,0,0,0.000000,0.000000,0
         25,0,0,0,0.000000,0.000000,0
         26,0,0,0,0.000000,0.000000,0
         27,0,0,0,0.000000,0.000000,0
         28,0,0,0,0.000000,0.000000,0
         29,0,0,0,0.000000,0.000000,0
         30,0,0,0,0.000000,0.000000,0
         31,0,0,0,0.000000,0.000000,0
         32,0,0,0,0.000000,0.000000,0
         33,0,0,0,0.000000,0.000000,0
         34,0,0,0,0.000000,0.000000,0
         35,0,0,0,0.000000,0.000000,0
         36,0,0,0,0.000000,0.000000,0
         37,0,0,0,0.000000,0.000000,0
         38,0,0,0,0.000000,0.000000,0
         39,0,0,0,0.000000,0.000000,0
         40,0,0,0,0.000000,0.000000,0
         41,0,0,0,0.000000,0.000000,0
         42,0,0,0,0.000000,0.000000,0
         43,0,0,0,0.000000,0.000000,0
         44,0,0,0,0.000000,0.000000,0
         45,0,0,0,0.000000,0.000000,0
         46,0,0,0,0.000000,0.000000,0
         47,0,0,0,0.000000,0.000000,0
         48,0,0,0,0.000000,0.000000,0
         49,0,0,0,0.000000,0.000000,0
         50,0,0,0,0.000000,0.000000,0
         51,0,0,0,0.004421,0.000000,0
         52,1,0,1,0.004486,0.000000,0
         53,0,0,1,0.008887,0.000000,0
         54,0,0,1,0.008971,0.000000,0
         55,0,0,1,0.013134,0.000000,0
         56,0,0,1,0.013171,0.000000,0
         57,0,0,1,0.017149,0.000000,0
         58,0,0,1,0.017141,0.000000,0
         59,0,0,1,0.020612,0.000000,0
         60,0,0,1,0.020408,0.000000,0
         61,0,0,1,0.023590,0.000000,0
         62,0,0,1,0.023547,0.000000,0
         63,0,0,1,0.026560,0.000000,0
         64,0,0,1,0.026672,0.000000,0
         65,0,0,1,0.029764,0.000000,0
         66,0,0,1,0.030134,0.000000,0
         67,0,0,1,0.033061,0.000000,0
         68,0,0,1,0.033460,0.000000,0
         69,0,0,1,0.036447,0.000000,0
         70,0,0,1,0.036809,0.000000,0
         71,0,0,1,0.039592,0.000000,0
         72,0,0,1,0.039852,0.000000,0
         73,0,0,1,0.042372,0.000000,0
         74,0,0,1,0.042622,0.000000,0
         75,0,0,1,0.045000,0.000000,0
         76,0,0,1,0.045196,0.000000,0
         77,0,0,1,0.047853,0.000000,0
         78,0,0,1,0.048063,0.000000,0
         79,0,0,1,0.050528,0.000000,0
         80,0,0,1,0.050686,0.000000,0
         81,0,0,1,0.053273,0.000000,0
         82,0,0,1,0.053513,0.000000,0
         83,0,0,1,0.056064,0.000000,0
         84,0,0,1,0.056295,0.000000,0
         85,0,0,1,0.058746,0.000000,0
         86,0,0,1,0.058726,0.000000,0
         87,0,0,1,0.060819,0.000000,0
         88,0,0,1,0.060931,0.000000,0
         89,0,0,1,0.063248,0.000000,0
         90,0,0,1,0.063531,0.000000,0
         91,0,0,1,0.065888,0.000000,0
         92,0,0,1,0.066117,0.000000,0
         93,0,0,1,0.068338,0.000000,0
         94,0,0,1,0.068470,0.000000,0
         95,0,0,1,0.070538,0.000000,0
         96,0,0,1,0.070752,0.000000,0
         97,0,0,1,0.072739,0.000000,0
         98,0,0,1,0.072924,0.000000,0
         99,0,0,1,0.074811,0.000000,0
        100,0,0,1,0.074856,0.000000,0
        101,0,0,1,0.076735,0.000000,0
        102,0,0,1,0.076823,0.000000,0
        103,0,0,1,0.078519,0.000000,0
        104,0,0,1,0.078603,0.000000,0
        105,0,0,1,0.080210,0.000000,0
        106,0,0,1,0.080225,0.000000,0
        107,0,0,1,0.081879,0.000000,0
        108,0,0,1,0.081981,0.000000,0
        109,0,0,1,0.083482,0.000000,0
        110,0,0,1,0.083734,0.000000,0
        111,0,0,1,0.085461,0.000000,0
        112,0,0,1,0.085943,0.000000,0
        113,0,0,1,0.087580,0.000000,0
        114,0,0,1,0.088350,0.000000,0
        115,0,0,1,0.089923,0.000000,0
        116,0,0,1,0.090684,0.000000,0
        117,0,0,1,0.092196,0.000000,0
        118,0,0,1,0.092643,0.000000,0
        119,0,0,1,0.094095,0.000000,0
        120,0,0,1,0.094634,0.000000,0
        121,0,0,1,0.095942,0.000000,0
        122,0,0,1,0.096262,0.000000,0
        123,0,0,1,0.097628,0.000000,0
        124,0,0,1,0.098002,0.000000,0
        125,0,0,1,0.099555,0.000000,0
        126,0,0,1,0.099849,0.000000,0
        127,0,0,1,0.101319,0.000000,0
        128,0,0,1,0.101491,0.000000,0
        129,0,0,1,0.102817,0.000000,0
        130,0,0,1,0.102960,0.000000,0
        131,0,0,1,0.104080,0.000000,0
        132,0,0,1,0.104022,0.000000,0
        133,0,0,1,0.105185,0.000000,0
        134,0,0,1,0.104998,0.000000,0
        135,0,0,1,0.106225,0.000000,0
        136,0,0,1,0.105979,0.000000,0
        137,0,0,1,0.106983,0.000000,0
        138,0,0,1,0.106375,0.000000,0
        139,0,0,1,0.107296,0.000000,0
        140,0,0,1,0.106711,0.000000,0
        141,0,0,1,0.107443,0.000000,0
        142,0,0,1,0.106925,0.000000,0
        143,0,0,1,0.107803,0.000000,0
        144,0,0,1,0.106955,0.000000,0
        145,0,0,1,0.107471,0.000000,0
        146,0,0,1,0.106744,0.000000,0
        147,0,0,1,0.107414,0.000000,0
        148,0,0,1,0.106825,0.000000,0
        149,0,0,1,0.107579,0.000000,0
        150,0,0,1,0.107166,0.000000,0
        151,0,0,1,0.107583,0.000000,0
        152,0,0,1,0.107165,0.000000,0
        153,0,0,1,0.107325,0.000000,0
        154,0,0,1,0.107033,0.000000,0
        155,0,0,1,0.107318,0.000000,0
        156,0,0,1,0.107212,0.000000,0
        157,0,0,1,0.107333,0.000000,0
        158,0,0,1,0.107166,0.000000,0
        159,0,0,1,0.107435,0.000000,0
        160,0,0,1,0.107340,0.000000,0
        161,0,0,1,0.107555,0.000000,0
        162,0,0,1,0.107529,0.000000,0
        163,0,0,1,0.107867,0.000000,0
        164,0,0,1,0.107733,0.000000,0
        165,0,0,1,0.108058,0.000000,0
        166,0,0,1,0.107929,0.000000,0
        167,0,0,1,0.108109,0.000000,0
        168,0,0,1,0.107898,0.000000,0
        169,0,0,1,0.107940,0.000000,0
        170,0,0,1,0.107671,0.000000,0
        171,0,0,1,0.107580,0.000000,0
        172,0,0,1,0.107235,0.000000,0
        173,0,0,1,0.107104,0.000000,0
        174,0,0,1,0.106815,0.000000,0
        175,0,0,1,0.106427,0.000000,0
        176,0,0,1,0.105931,0.000000,0
        177,0,0,1,0.105645,0.000000,0
        178,0,0,1,0.105103,0.000000,0
        179,0,0,1,0.104851,0.000000,0
        180,0,0,1,0.104505,0.000000,0
        181,0,0,1,0.104262,0.000000,0
        182,0,0,1,0.104149,0.000000,0
        183,0,0,1,0.103981,0.000000,0
        184,0,0,1,0.103675,0.000000,0
        185,0,0,1,0.103470,0.000000,0
        186,0,0,1,0.103067,0.000000,0
        187,0,0,1,0.102870,0.000000,0
        188,0,0,1,0.102505,0.000000,0
