Date,EMA_200_close,EMA_50_close,EMA_200_adjClose,EMA_50_adjClose
2020-02-10,62.0496,74.571,60.2698,72.6494
2020-02-11,62.2273,74.7801,60.4465,72.8603
2020-02-12,62.422,75.0554,60.6398,73.1357
2020-02-13,62.609,75.297,60.8256,73.3779
2020-02-14,62.7944,75.53,61.0098,73.6114
2020-02-18,62.9631,75.6955,61.1776,73.7788
2020-02-19,63.1416,75.8998,61.3551,73.9838
2020-02-20,63.3101,76.0635,61.5226,74.149
2020-02-21,63.4589,76.1497,61.6709,74.2383
2020-02-24,63.5692,76.0868,61.7816,74.1818
2020-02-25,63.6533,75.9273,61.8667,74.0308
2020-02-26,63.7479,75.8189,61.962,73.9294
2020-02-27,63.794,75.5272,62.0099,73.6489
2020-02-28,63.8392,75.2453,62.057,73.3779
2020-03-02,63.9473,75.224,62.1653,73.3611
2020-03-03,64.0307,75.1105,62.2496,73.2541
2020-03-04,64.1467,75.1331,62.3656,73.2798
2020-03-05,64.2371,75.0584,62.4566,73.2105
2020-03-06,64.3169,74.9486,62.5373,73.1067
2020-03-09,64.339,74.6189,62.5616,72.7881
2020-03-10,64.4087,74.4902,62.6323,72.6655
2020-03-11,64.4529,74.2693,62.6781,72.4528
2020-03-12,64.4291,73.7904,62.6575,71.988
2020-03-13,64.4795,73.6218,62.7093,71.8263
2020-03-16,64.4404,73.1093,62.6737,71.3285
2020-03-17,64.4282,72.7213,62.6643,70.9521
2020-03-18,64.4007,72.2878,62.64,70.5313
2020-03-19,64.3688,71.8528,62.6113,70.1089
2020-03-20,64.2986,71.2825,62.5452,69.5543
2020-03-23,64.2169,70.6868,62.4679,68.9747
2020-03-24,64.1921,70.3352,62.4461,68.6335
2020-03-25,64.1641,69.984,62.4211,68.2926
2020-03-26,64.1686,69.7732,62.4278,68.0887
2020-03-27,64.1463,69.4659,62.4085,67.7904
2020-03-30,64.1419,69.2398,62.4065,67.5715
2020-03-31,64.1362,69.0176,62.4033,67.3562
2020-04-01,64.0974,68.6729,62.3675,67.0213
2020-04-02,64.0688,68.3811,62.342,66.7379
2020-04-03,64.0319,68.0663,62.3081,66.432
2020-04-06,64.0476,67.9702,62.3257,66.3397
2020-04-07,64.0557,67.8482,62.3357,66.2219
2020-04-08,64.0802,67.796,62.3618,66.1723
2020-04-09,64.1092,67.7647,62.3923,66.1431
2020-04-13,64.1511,67.7862,62.4353,66.1653
2020-04-14,64.2268,67.9421,62.5113,66.3188
2020-04-15,64.2953,68.0662,62.5803,66.4412
2020-04-16,64.3687,68.2076,62.654,66.5804
2020-04-17,64.4317,68.3054,62.7176,66.6769
2020-04-20,64.4794,68.3417,62.7663,66.7135
2020-04-21,64.5054,68.2928,62.7936,66.6666
2020-04-22,64.5504,68.3215,62.8395,66.6956
2020-04-23,64.5923,68.3386,62.8824,66.7132
2020-04-24,64.6535,68.4328,62.9441,66.8062
2020-04-27,64.7145,68.5254,63.0056,66.8974
2020-04-28,64.7636,68.5693,63.0555,66.941
2020-04-29,64.8349,68.7012,63.127,67.0706
2020-04-30,64.9207,68.8874,63.2126,67.2532
2020-05-01,64.9938,69.02,63.2858,67.3834
2020-05-04,65.0763,69.1874,63.3682,67.5476
2020-05-05,65.169,69.3914,63.4605,67.7475
2020-05-06,65.2684,69.6175,63.5594,67.969
2020-05-07,65.3745,69.8653,63.6648,68.2115
2020-05-08,65.4955,70.166,63.7867,68.5138
2020-05-11,65.6274,70.5027,63.9193,68.851
2020-05-12,65.749,70.7909,64.0419,69.1405
2020-05-13,65.8601,71.031,64.154,69.3825
2020-05-14,65.9748,71.2802,64.2696,69.6331
2020-05-15,66.0838,71.5016,64.3796,69.8564
2020-05-18,66.2097,71.7855,64.5062,70.1405
2020-05-19,66.3299,72.0404,64.6271,70.396
2020-05-20,66.464,72.345,64.7616,70.7
2020-05-21,66.5908,72.6143,64.889,70.9691
2020-05-22,66.7215,72.893,65.0201,71.2473
2020-05-26,66.8455,73.1397,65.1446,71.4939
2020-05-27,66.9717,73.3902,65.2713,71.744
2020-05-28,67.0969,73.6322,65.397,71.9857
2020-05-29,67.2202,73.8618,65.5207,72.2149
2020-06-01,67.352,74.1206,65.6527,72.4727
2020-06-02,67.4861,74.3839,65.7871,72.7346
2020-06-03,67.6234,74.6543,65.9244,73.0034
2020-06-04,67.7523,74.8867,66.0535,73.2348
2020-06-05,67.9028,75.2,66.2037,73.5452
2020-06-08,68.0566,75.5202,66.3572,73.8622
2020-06-09,68.2351,75.9311,66.5349,74.2679
2020-06-10,68.4339,76.4126,66.7323,74.7427
2020-06-11,68.5885,76.7092,66.8864,75.0362
2020-06-12,68.7488,77.0225,67.0461,75.346
2020-06-15,68.918,77.3647,67.2145,75.684
2020-06-16,69.1081,77.7825,67.4033,76.0959
2020-06-17,69.295,78.1792,67.589,76.487
2020-06-18,69.4805,78.5617,67.7732,76.864
2020-06-19,69.6591,78.9095,67.9507,77.207
2020-06-22,69.8587,79.3333,68.1487,77.6244
2020-06-23,70.0753,79.8156,68.3634,78.099
2020-06-24,70.2737,80.2156,68.5602,78.4928
2020-06-25,70.482,80.6468,68.7667,78.9171
2020-06-26,70.6604,80.9511,68.9438,79.2171
2020-06-29,70.8573,81.3234,69.139,79.5836
2020-06-30,71.0597,81.7107,69.3396,79.9647
2020-07-01,71.2584,82.0761,69.5366,80.3242
2020-07-02,71.4551,82.4271,69.7316,80.6697
2020-07-06,71.674,82.8599,69.9483,81.0951
2020-07-07,71.888,83.2643,70.1601,81.4926
2020-07-08,72.1213,83.738,70.391,81.958
2020-07-09,72.3565,84.2091,70.6235,82.4208
2020-07-10,72.5909,84.6684,70.8553,82.8719
2020-07-13,72.8187,85.0923,71.0805,83.2883
2020-07-14,73.0599,85.5615,71.3189,83.749
2020-07-15,73.3053,86.0385,71.5614,84.2173
2020-07-16,73.5363,86.4496,71.7898,84.6211
2020-07-17,73.7631,86.837,72.014,85.0016
2020-07-20,74.0078,87.2888,72.2558,85.4451
2020-07-21,74.2366,87.6696,72.4819,85.819
2020-07-22,74.4658,88.0462,72.7084,86.1888
2020-07-23,74.6487,88.2344,72.8896,86.374
2020-07-24,74.8274,88.4062,73.0667,86.5432
2020-07-27,75.0263,88.6573,73.2634,86.79
2020-07-28,75.2076,88.8375,73.443,86.9673
2020-07-29,75.405,89.0807,73.6382,87.2063
